"datasourceid","outputfrequency","startofperiod","sensor_name","atmPressure24HourMean.raw","atmPressure24HourMean.value","bcAllSources24HourMean.raw","bcAllSources24HourMean.value","bcBiomass24HourMean.raw","bcBiomass24HourMean.value","bcFossilFuel24HourMean.raw","bcFossilFuel24HourMean.value","bcSpectralB24HourMean.raw","bcSpectralB24HourMean.value","bcSpectralG24HourMean.raw","bcSpectralG24HourMean.value","bcSpectralIR24HourMean.raw","bcSpectralIR24HourMean.value","bcSpectralR24HourMean.raw","bcSpectralR24HourMean.value","bcSpectralUV24HourMean.raw","bcSpectralUV24HourMean.value","no2Conc24HourMean.raw","no2Conc24HourMean.value","pm2_5ConcMass24HourMean.raw","pm2_5ConcMass24HourMean.value","pm2_5ConcMass24HourMeanUsEpaAqi.raw","pm2_5ConcMass24HourMeanUsEpaAqi.value","pm2_5ConcNum24HourMean.raw","pm2_5ConcNum24HourMean.value","relHumidAmbient24HourMean.raw","relHumidAmbient24HourMean.value","relHumidInternal24HourMean.raw","relHumidInternal24HourMean.value","temperatureAmbient24HourMean.raw","temperatureAmbient24HourMean.value","temperatureInternal24HourMean.raw","temperatureInternal24HourMean.value","windDirection24HourMean.raw","windDirection24HourMean.value","windSpeed24HourMean.raw","windSpeed24HourMean.value","latitude","longitude","location","record_id"
"DPMHQ8304","day","11/21/2025 12:00:00 AM","Uptown 1",,,,,,,,,,,,,,,,,,,"12.03","14.85","35.96","17.48","102","66","26.88","26.88",,,"75.05","75.05",,,"8.72","8.72",,,,,"41.9758539","-87.67189334395","POINT (-87.67189334394641 41.975853900000004)","DPMHQ8304_2025-11-21"
"DYWHJ8696","day","02/04/2026 12:00:00 AM","Chicago Lawn 1",,,,,,,,,,,,,,,,,,,,,"12.1","7.02","57","39","8.17","8.17",,,"66.21","66.21",,,"-3.13","-3.13",,,,,"41.7773501","-87.7035278237","POINT (-87.7035278237011 41.7773501)","DYWHJ8696_2026-02-04"
"DDHVZ6546","day","12/07/2025 12:00:00 AM","Near West Side 5",,,,,,,,,,,,,,,,,,,,,"40.32","16.57","113","65","21.52","21.52",,,"78.13","78.13",,,"-0.36","-0.36",,,,,"41.86559955","-87.6517851304","POINT (-87.65178513039949 41.86559955)","DDHVZ6546_2025-12-07"
"DMYFE2499","day","12/07/2025 12:00:00 AM","North Lawndale 3",,,,,,,,,,,,,,,,,,,,,"44.63","17","123","66","23.45","23.45",,,"78.72","78.72",,,"-0.71","-0.71",,,,,"41.86563285","-87.70345920195","POINT (-87.70345920195152 41.86563285)","DMYFE2499_2025-12-07"
"DGEPF8361","day","12/03/2025 12:00:00 AM","Washington HS Collocation 3",,,,,,,,,,,,,,,,,,,,,"66.14","22.39","158","76","33.49","33.49",,,"82.43","82.43",,,"-3.79","-3.79",,,,,"41.687495","-87.538083","POINT (-87.538083 41.687495)","DGEPF8361_2025-12-03"
"DGDNA0617","day","01/02/2026 12:00:00 AM","Edison Park 2",,,,,,,,,,,,,,,,,,,,,"9.15","8.47","51","47","6.52","6.52",,,"61.2","61.2",,,"-5.35","-5.35",,,,,"42.00333585","-87.81657557251","POINT (-87.81657557251182 42.00333585)","DGDNA0617_2026-01-02"
"DBDSX9338","day","11/06/2025 12:00:00 AM","South Shore 2",,,,,,,,,,,,,,,,,,,"17.41","21.17","9.34","9.42","51","52","9.88","9.88",,,"48.42","48.42",,,"9.77","9.77",,,,,"41.76396055","-87.56920031234","POINT (-87.56920031233949 41.76396055)","DBDSX9338_2025-11-06"
"DYGHJ0891","day","10/27/2025 12:00:00 AM","Clearing 1",,,,,,,,,,,,,,,,,,,"18.09","16.3","13.35","8.44","59","47","14.96","14.96",,,"61.72","61.72",,,"11.53","11.53",,,,,"41.7742202","-87.799271931","POINT (-87.79927193100359 41.7742202)","DYGHJ0891_2025-10-27"
"DITUY8368","day","09/29/2025 12:00:00 AM","West Ridge 5",,,,,,,,,,,,,,,,,,,"16.14","13.34","14.63","9.19","61","51","21.31","21.31",,,"69.91","69.91",,,"22.37","22.37",,,,,"41.98910785","-87.70794851144","POINT (-87.7079485114359 41.989107849999996)","DITUY8368_2025-09-29"
"DIHMX0551","day","11/20/2025 12:00:00 AM","Humboldt Park 3",,,,,,,,,,,,,,,,,,,"15.05","15.67","52.31","26.43","142","83","44.69","44.69",,,"79.2","79.2",,,"7.69","7.69",,,,,"41.891075","-87.70279956945","POINT (-87.70279956945122 41.891075)","DIHMX0551_2025-11-20"
"DIZEF3591","day","09/30/2025 12:00:00 AM","West Pullman 3",,,,,,,,,,,,,,,,,,,"11.94","15.69","24.46","13.24","80","59","31.59","31.59",,,"66.28","66.28",,,"22.55","22.55",,,,,"41.67596525","-87.62018065","POINT (-87.62018065 41.67596525)","DIZEF3591_2025-09-30"
"DBASA0396","day","11/29/2025 12:00:00 AM","Washington HS Collocation 1",,,,,,,,,,,,,,,,,,,,,"19.37","9.4","70","52","14.57","14.57",,,"73.05","73.05",,,"-2.48","-2.48",,,,,"41.687495","-87.538083","POINT (-87.538083 41.687495)","DBASA0396_2025-11-29"
"DQWCU6663","day","11/26/2025 12:00:00 AM","Austin 6",,,,,,,,,,,,,,,,,,,"9.07","7.39","7.65","5.16","42","28","7.3","7.3",,,"67.1","67.1",,,"4.55","4.55",,,,,"41.865808","-87.77006790729","POINT (-87.77006790729428 41.865808)","DQWCU6663_2025-11-26"
"DQIUL8061","day","11/26/2025 12:00:00 AM","South Shore 1",,,,,,,,,,,,,,,,,,,"12.94","10.03","9.73","5.67","52","31","7.88","7.88",,,"67.31","67.31",,,"4.73","4.73",,,,,"41.7641265","-87.5857492","POINT (-87.5857492 41.7641265)","DQIUL8061_2025-11-26"
"DWMLU4849","day","10/26/2025 12:00:00 AM","Portage Park 4",,,,,,,,,,,,,,,,,,,"12.01","13.82","15.36","11.31","63","55","17.19","17.19",,,"56.46","56.46",,,"12.6","12.6",,,,,"41.94171985","-87.7524262436","POINT (-87.75242624360101 41.94171985)","DWMLU4849_2025-10-26"
"DPMHQ8304","day","11/06/2025 12:00:00 AM","Uptown 1",,,,,,,,,,,,,,,,,,,"12.98","18.88","8.1","8.58","45","47","9.49","9.49",,,"45.99","45.99",,,"10.31","10.31",,,,,"41.9758539","-87.67189334395","POINT (-87.67189334394641 41.975853900000004)","DPMHQ8304_2025-11-06"
"DSKDX3738","day","11/07/2025 12:00:00 AM","Armour Square 3",,,,,,,,,,,,,,,,,,,"15.18","12.88","13.71","8.6","60","48","14.13","14.13",,,"54.65","54.65",,,"13.92","13.92",,,,,"41.8283089","-87.63464506378","POINT (-87.63464506377693 41.828308899999996)","DSKDX3738_2025-11-07"
"DAUPG9028","day","11/24/2025 12:00:00 AM","Portage Park 2",,,,,,,,,,,,,,,,,,,"19.97","21.85","35.82","20.41","102","72","34.9","34.9",,,"65.57","65.57",,,"7.25","7.25",,,,,"41.9627009","-87.76268011147","POINT (-87.76268011146504 41.9627009)","DAUPG9028_2025-11-24"
"DGKDK3415","day","02/02/2026 12:00:00 AM","Irving Park 4",,,,,,,,,,,,,,,,,,,,,"44.64","19.38","123","70","26.72","26.72",,,"72.99","72.99",,,"-3.35","-3.35",,,,,"41.9415229","-87.73560494298","POINT (-87.73560494297779 41.941522899999995)","DGKDK3415_2026-02-02"
"DWEWU1433","day","01/16/2026 12:00:00 AM","Austin 9",,,,,,,,,,,,,,,,,,,,,"15.78","7.74","63","43","10.94","10.94",,,"73.06","73.06",,,"-1.76","-1.76",,,,,"41.9037571","-87.76961617758","POINT (-87.76961617758381 41.9037571)","DWEWU1433_2026-01-16"
"DMAEX1156","day","11/20/2025 12:00:00 AM","South Deering 9","1,000","1,000",,,,,,,,,,,,,,,,,"17.63","16.91","45.92","22.4","127","76","41.46","41.46","87.8","87.8","75.62","75.62","6.6","6.6","9.01","9.01","202.65","202.65","1.48","1.48","41.7003247","-87.58631302026","POINT (-87.58631302026143 41.700324699999996)","DMAEX1156_2025-11-20"
"DFQDK6326","day","11/05/2025 12:00:00 AM","Beverly 1",,,,,,,,,,,,,,,,,,,"9.49","11",,,,,,,,,"58.08","58.08",,,"13.93","13.93",,,,,"41.7328393","-87.67465490629","POINT (-87.67465490628803 41.732839299999995)","DFQDK6326_2025-11-05"
"DACZY2913","day","11/24/2025 12:00:00 AM","Rogers Park 2",,,,,,,,,,,,,,,,,,,"26.67","26.23","29.58","17.08","89","66","28.66","28.66",,,"61.69","61.69",,,"8.49","8.49",,,,,"42.0027981","-87.67195804163","POINT (-87.67195804163265 42.0027981)","DACZY2913_2025-11-24"
"DRZTP3103","day","11/21/2025 12:00:00 AM","Austin 7",,,,,,,,,,,,,,,,,,,"17.63","12.88","41.96","16.16","117","64","27.32","27.32",,,"74.98","74.98",,,"8.59","8.59",,,,,"41.87855645","-87.77003805377","POINT (-87.77003805376656 41.878556450000005)","DRZTP3103_2025-11-21"
"DBIRF2035","day","11/09/2025 12:00:00 AM","Gage Park 4",,,,,,,,,,,,,,,,,,,"14.07","7.86","3.89","4.6","21","26","4.79","4.79",,,"74.1","74.1",,,"2.91","2.91",,,,,"41.79007765","-87.70310395085","POINT (-87.70310395085426 41.79007765)","DBIRF2035_2025-11-09"
"DTKNM4892","day","11/02/2025 12:00:00 AM","Beverly 3",,,,,,,,,,,,,,,,,,,"21.69","16.94","10.72","7.69","54","42","10.72","10.72",,,"65.53","65.53",,,"8.67","8.67",,,,,"41.7059059","-87.65691952734","POINT (-87.65691952734281 41.705905900000005)","DTKNM4892_2025-11-02"
"DGKDK3415","day","11/23/2025 12:00:00 AM","Irving Park 4",,,,,,,,,,,,,,,,,,,"12.48","12.98","22.08","11.42","75","55","17.47","17.47",,,"62.84","62.84",,,"8.53","8.53",,,,,"41.9415229","-87.73560494298","POINT (-87.73560494297779 41.941522899999995)","DGKDK3415_2025-11-23"
"DZFVS4727","day","12/07/2025 12:00:00 AM","Uptown 3",,,,,,,,,,,,,,,,,,,,,"31.19","15.49","92","63","23.05","23.05",,,"77.4","77.4",,,"-0.25","-0.25",,,,,"41.96208095","-87.65418214875","POINT (-87.65418214875386 41.96208095)","DZFVS4727_2025-12-07"
"DBYCW6873","day","11/03/2025 12:00:00 AM","Norwood Park 4",,,,,,,,,,,,,,,,,,,"7.04","11.31","7.19","6.12","39","34","6.87","6.87",,,"50.86","50.86",,,"10.98","10.98",,,,,"41.97643085","-87.79850802324","POINT (-87.79850802324188 41.97643085)","DBYCW6873_2025-11-03"
"DFIBC1899","day","11/05/2025 12:00:00 AM","South Deering 7","992","992",,,,,,,,,,,,,,,,,"18.6","16.22","14.46","9.96","61","52","17.58","17.58","60.9","60.9","53.52","53.52","13.6","13.6","15.72","15.72","277.26","277.26","0.8","0.8","41.66442141106","-87.58654247521","POINT (-87.58654247521171 41.66442141105966)","DFIBC1899_2025-11-05"
"DGZGL5338","day","12/03/2025 12:00:00 AM","Clearing 2",,,,,,,,,,,,,,,,,,,,,"52.34","22.52","142","76","28.74","28.74",,,"83.15","83.15",,,"-3.63","-3.63",,,,,"41.77766795","-87.77076185555","POINT (-87.77076185555484 41.77766795)","DGZGL5338_2025-12-03"
"DHSIJ5379","day","11/17/2025 12:00:00 AM","Washington Heights 1",,,,,,,,,,,,,,,,,,,"20.33","16.26","7.25","8.37","40","46","7.62","7.62",,,"44.74","44.74",,,"5.47","5.47",,,,,"41.72668335","-87.6533731","POINT (-87.6533731 41.72668335)","DHSIJ5379_2025-11-17"
"DZFVS4727","day","02/11/2026 12:00:00 AM","Uptown 3",,,,,,,,,,,,,,,,,,,,,"15.36","10.55","63","54","13.4","13.4",,,"61.27","61.27",,,"2.45","2.45",,,,,"41.96208095","-87.65418214875","POINT (-87.65418214875386 41.96208095)","DZFVS4727_2026-02-11"
"DFAQM2360","day","11/28/2025 12:00:00 AM","Englewood 1",,,,,,,,,,,,,,,,,,,,,"7.13","6.63","39","37","7.27","7.27",,,"56.35","56.35",,,"-1.49","-1.49",,,,,"41.78968585","-87.65259587249","POINT (-87.65259587249278 41.78968585)","DFAQM2360_2025-11-28"
"DVCMB9343","day","10/29/2025 12:00:00 AM","Belmont Cragin 2",,,,,,,,,,,,,,,,,,,"12.12","11.25","3.56","5.23","19","29","6.05","6.05",,,"57.78","57.78",,,"12.25","12.25",,,,,"41.9356698","-87.7630005645","POINT (-87.7630005644958 41.9356698)","DVCMB9343_2025-10-29"
"DQTUI1287","day","11/17/2025 12:00:00 AM","Hegewisch 4",,,,,,,,,,,,,,,,,,,"12.02","12.58","8.03","7.7","44","43","7.03","7.03",,,"45.37","45.37",,,"5.61","5.61",,,,,"41.6496509","-87.55276648075","POINT (-87.55276648075318 41.6496509)","DQTUI1287_2025-11-17"
"DHUBD2135","day","11/27/2025 12:00:00 AM","Norwood Park 3",,,,,,,,,,,,,,,,,,,,,"3.52","4.59","19","25","3.98","3.98",,,"54.94","54.94",,,"-0.11","-0.11",,,,,"41.98985225","-87.78029629433","POINT (-87.78029629432729 41.98985225)","DHUBD2135_2025-11-27"
"DQVGW1846","day","12/03/2025 12:00:00 AM","South Lawndale 3",,,,,,,,,,,,,,,,,,,,,"68.66","22.54","160","76","30.26","30.26",,,"82.76","82.76",,,"-3.33","-3.33",,,,,"41.8403843","-87.71981834947","POINT (-87.71981834946608 41.8403843)","DQVGW1846_2025-12-03"
"DVPZF1960","day","10/02/2025 12:00:00 AM","Near West Side 4",,,,,,,,,,,,,,,,,,,"13.12","17.11","5.4","6.37","30","35","8.68","8.68",,,"57.84","57.84",,,"21.33","21.33",,,,,"41.86523824401","-87.63522699006","POINT (-87.6352269900566 41.86523824401148)","DVPZF1960_2025-10-02"
"DYWWS0378","day","11/26/2025 12:00:00 AM","Uptown 4",,,,,,,,,,,,,,,,,,,"9.78","11.65","5.96","6.1","33","34","4.85","4.85",,,"67.81","67.81",,,"4.44","4.44",,,,,"41.96225355","-87.67205436321","POINT (-87.67205436320755 41.96225355)","DYWWS0378_2025-11-26"
"DITUY8368","day","12/06/2025 12:00:00 AM","West Ridge 5",,,,,,,,,,,,,,,,,,,,,"49.23","20.66","135","72","30.41","30.41",,,"69.6","69.6",,,"-0.92","-0.92",,,,,"41.98910785","-87.70794851144","POINT (-87.7079485114359 41.989107849999996)","DITUY8368_2025-12-06"
"DUGYZ8163","day","11/15/2025 12:00:00 AM","Ashburn 4",,,,,,,,,,,,,,,,,,,"9.89","13.58","21.04","10.63","73","54","22.42","22.42",,,"68.36","68.36",,,"17.58","17.58",,,,,"41.7524136","-87.68538850711","POINT (-87.68538850711178 41.7524136)","DUGYZ8163_2025-11-15"
"DDHVZ6546","day","09/30/2025 12:00:00 AM","Near West Side 5",,,,,,,,,,,,,,,,,,,,,"21.28","11.95","74","56","24.98","24.98",,,"62.04","62.04",,,"23.62","23.62",,,,,"41.86559955","-87.6517851304","POINT (-87.65178513039949 41.86559955)","DDHVZ6546_2025-09-30"
"DFQDK6326","day","11/15/2025 12:00:00 AM","Beverly 1",,,,,,,,,,,,,,,,,,,"7.9","9.82",,,,,,,,,"69","69",,,"17.22","17.22",,,,,"41.7328393","-87.67465490629","POINT (-87.67465490628803 41.732839299999995)","DFQDK6326_2025-11-15"
"DYUGS4351","day","09/30/2025 12:00:00 AM","East Garfield Park 2",,,,,,,,,,,,,,,,,,,"17.5","18.62","21.17","12.52","73","57","27.87","27.87",,,"61.86","61.86",,,"23.93","23.93",,,,,"41.87840975","-87.70263428384","POINT (-87.70263428383839 41.87840975)","DYUGS4351_2025-09-30"
"DLFZU4679","day","02/11/2026 12:00:00 AM","West Englewood 2",,,,,,,,,,,,,,,,,,,,,"21.73","11.72","74","56","14.16","14.16",,,"63.01","63.01",,,"2.1","2.1",,,,,"41.7772125","-87.66997231765","POINT (-87.66997231765325 41.777212500000005)","DLFZU4679_2026-02-11"
"DBCBA3610","day","09/29/2025 12:00:00 AM","Austin 5",,,,,,,,,,,,,,,,,,,"19.46","18.78","14.36","10.45","61","53","20.32","20.32",,,"60.03","60.03",,,"23.85","23.85",,,,,"41.8669061","-87.75356439011","POINT (-87.753564390105 41.8669061)","DBCBA3610_2025-09-29"
"DUXLQ7589","day","09/17/2025 12:00:00 AM","Albany Park 1",,,,,,,,,,,,,,,,,,,"16.1","15.59","24.05","13.44","79","59","31.8","31.8",,,"69.93","69.93",,,"21.38","21.38",,,,,"41.9752872","-87.72557704251","POINT (-87.72557704250946 41.9752872)","DUXLQ7589_2025-09-17"
"DUUZN2841","day","10/05/2025 12:00:00 AM","Logan Square 3",,,,,,,,,,,,,,,,,,,"8.99","12.3","13.7","11.93","60","56","23.64","23.64",,,"45.1","45.1",,,"25.75","25.75",,,,,"41.9218112","-87.69063657846","POINT (-87.6906365784621 41.9218112)","DUUZN2841_2025-10-05"
"DFVRF7063","day","12/05/2025 12:00:00 AM","Austin 2",,,,,,,,,,,,,,,,,,,,,"36.79","16.11","104","64","20.67","20.67",,,"65.03","65.03",,,"-5.79","-5.79",,,,,"41.90386395","-87.75296686302","POINT (-87.75296686301743 41.90386395)","DFVRF7063_2025-12-05"
"DYWEY8508","day","02/11/2026 12:00:00 AM","Lake View 2",,,,,,,,,,,,,,,,,,,,,"14.8","10.84","62","54","11.79","11.79",,,"59.51","59.51",,,"2.57","2.57",,,,,"41.9485634","-87.6540142756","POINT (-87.65401427559598 41.9485634)","DYWEY8508_2026-02-11"
"DMIYV7889","day","11/06/2025 12:00:00 AM","O'Hare 2",,,,,,,,,,,,,,,,,,,"16.86","19.67","6.39","6.01","35","33","6.44","6.44",,,"54.41","54.41",,,"7.87","7.87",,,,,"41.96313028153","-87.85304850279","POINT (-87.85304850279294 41.96313028153143)","DMIYV7889_2025-11-06"
"DXIGM4223","day","10/29/2025 12:00:00 AM","Ashburn 6",,,,,,,,,,,,,,,,,,,"8.6","11.1","4.35","5.68","24","31","6.09","6.09",,,"58.35","58.35",,,"11.83","11.83",,,,,"41.73950785","-87.70388676765","POINT (-87.7038867676452 41.73950785)","DXIGM4223_2025-10-29"
"DPWHE0976","day","11/20/2025 12:00:00 AM","Fuller Park 1",,,,,,,,,,,,,,,,,,,"18.43","16.61","51.07","22.69","139","76","35.46","35.46",,,"80.49","80.49",,,"7.66","7.66",,,,,"41.81472425","-87.63492704557","POINT (-87.63492704556565 41.81472425)","DPWHE0976_2025-11-20"
"DAMWS8859","day","11/25/2025 12:00:00 AM","North Lawndale 2",,,,,,,,,,,,,,,,,,,"17.95","22.37","46.64","20.7","128","73","44.9","44.9",,,"82.1","82.1",,,"10.19","10.19",,,,,"41.8658074","-87.71918399848","POINT (-87.71918399847682 41.865807399999994)","DAMWS8859_2025-11-25"
"DPPCP3370","day","12/02/2025 12:00:00 AM","West Pullman 4",,,,,,,,,,,,,,,,,,,,,"65.17","24.1","158","79","29.31","29.31",,,"82.15","82.15",,,"-4.4","-4.4",,,,,"41.66388775","-87.62119153511","POINT (-87.6211915351054 41.66388775)","DPPCP3370_2025-12-02"
"DXUQX7513","day","11/08/2025 12:00:00 AM","Ashburn 8",,,,,,,,,,,,,,,,,,,"11.71","13.98","5.51","4.86","31","27","6.49","6.49",,,"64.97","64.97",,,"10","10",,,,,"41.73966255","-87.73740646472","POINT (-87.73740646471919 41.73966255)","DXUQX7513_2025-11-08"
"DFDFU1164","day","11/17/2025 12:00:00 AM","Lower West Side 1",,,,,,,,,,,,,,,,,,,"19.3","21.45","8.14","7.73","45","43","7.6","7.6",,,"41.87","41.87",,,"6.08","6.08",,,,,"41.8526565","-87.68640576809","POINT (-87.68640576809067 41.852656499999995)","DFDFU1164_2025-11-17"
"DAJHM7956","day","01/16/2026 12:00:00 AM","South Chicago 3",,,,,,,,,,,,,,,,,,,,,"24.06","9.75","79","52","15.71","15.71",,,"73.55","73.55",,,"-1.99","-1.99",,,,,"41.73775017864","-87.53549803584","POINT (-87.53549803584423 41.73775017864213)","DAJHM7956_2026-01-16"
"DBCBA3610","day","09/17/2025 12:00:00 AM","Austin 5",,,,,,,,,,,,,,,,,,,"20.19","18.35","22.86","14.1","77","60","29.07","29.07",,,"58.43","58.43",,,"23.61","23.61",,,,,"41.8669061","-87.75356439011","POINT (-87.753564390105 41.8669061)","DBCBA3610_2025-09-17"
"DZTFU6199","day","11/19/2025 12:00:00 AM","Ashburn 7",,,,,,,,,,,,,,,,,,,"15.51","12.56","40.19","14.95","112","62","29.79","29.79",,,"78.59","78.59",,,"6.79","6.79",,,,,"41.73968055","-87.72068312695","POINT (-87.72068312694724 41.73968055)","DZTFU6199_2025-11-19"
"DMLFU0523","day","11/20/2025 12:00:00 AM","Pullman 2",,,,,,,,,,,,,,,,,,,"20.61","13.11","52.78","21","143","73","41.82","41.82",,,"83.85","83.85",,,"7.24","7.24",,,,,"41.7130402","-87.5843047413","POINT (-87.58430474129636 41.713040199999995)","DMLFU0523_2025-11-20"
"DQVFE3070","day","11/26/2025 12:00:00 AM","Englewood 4",,,,,,,,,,,,,,,,,,,"5.71","8.64","6.47","5.61","36","31","6.28","6.28",,,"68.67","68.67",,,"4.51","4.51",,,,,"41.7643842","-87.63615245585","POINT (-87.6361524558499 41.764384199999995)","DQVFE3070_2025-11-26"
"DSHWY2305","day","02/11/2026 12:00:00 AM","Irving Park 3",,,,,,,,,,,,,,,,,,,,,"18.96","10.49","69","53","12.14","12.14",,,"61.79","61.79",,,"2.2","2.2",,,,,"41.9490356","-87.72654561437","POINT (-87.72654561437082 41.9490356)","DSHWY2305_2026-02-11"
"DVNGV1890","day","02/01/2026 12:00:00 AM","Roseland 2",,,,,,,,,,,,,,,,,,,,,"12.09","12.29","56","57","9.44","9.44",,,"66.8","66.8",,,"-5.1","-5.1",,,,,"41.71389143635","-87.61998237196","POINT (-87.61998237196052 41.71389143635448)","DVNGV1890_2026-02-01"
"DBTKW5792","day","12/05/2025 12:00:00 AM","Austin 8",,,,,,,,,,,,,,,,,,,,,"38.38","17.17","108","66","24","24",,,"66.72","66.72",,,"-6.68","-6.68",,,,,"41.8912125","-87.76984190347","POINT (-87.76984190347045 41.8912125)","DBTKW5792_2025-12-05"
"DYHTK6723","day","01/28/2026 12:00:00 AM","Chatham 1",,,,,,,,,,,,,,,,,,,,,"8.2","8.39","46","46","5.79","5.79",,,"61.62","61.62",,,"-12.2","-12.2",,,,,"41.73916155","-87.6202683","POINT (-87.62026829999999 41.739161550000006)","DYHTK6723_2026-01-28"
"DMLFU0523","day","11/02/2025 12:00:00 AM","Pullman 2",,,,,,,,,,,,,,,,,,,"18.45","13.33","14.37","7.61","61","42","12.69","12.69",,,"66.18","66.18",,,"8.76","8.76",,,,,"41.7130402","-87.5843047413","POINT (-87.58430474129636 41.713040199999995)","DMLFU0523_2025-11-02"
"DTKNM4892","day","01/30/2026 12:00:00 AM","Beverly 3",,,,,,,,,,,,,,,,,,,,,"7.52","7.99","42","44","5.98","5.98",,,"61.89","61.89",,,"-9.39","-9.39",,,,,"41.7059059","-87.65691952734","POINT (-87.65691952734281 41.705905900000005)","DTKNM4892_2026-01-30"
"DQJDZ1252","day","11/20/2025 12:00:00 AM","West Pullman 1",,,,,,,,,,,,,,,,,,,"14.32","16.48","52.11","20.87","142","73","33.33","33.33",,,"83.72","83.72",,,"7.19","7.19",,,,,"41.67590428555","-87.65402778762","POINT (-87.6540277876164 41.67590428555132)","DQJDZ1252_2025-11-20"
"DCAFN1583","day","02/11/2026 12:00:00 AM","South Lawndale 5",,,,,,,,,,,,,,,,,,,,,"24.25","13.64","79","59","17.36","17.36",,,"61.07","61.07",,,"2.53","2.53",,,,,"41.8275454","-87.73584967759","POINT (-87.73584967759197 41.827545400000005)","DCAFN1583_2026-02-11"
"DIFIV9884","day","10/27/2025 12:00:00 AM","Dunning 3",,,,,,,,,,,,,,,,,,,"13.9","11.53","5.66","6","31","33","7.78","7.78",,,"62.3","62.3",,,"11.74","11.74",,,,,"41.94997245","-87.799195205","POINT (-87.7991952049994 41.949972450000004)","DIFIV9884_2025-10-27"
"DAMWS8859","day","12/05/2025 12:00:00 AM","North Lawndale 2",,,,,,,,,,,,,,,,,,,,,"35.18","18.64","99","69","21.4","21.4",,,"66.76","66.76",,,"-6.67","-6.67",,,,,"41.8658074","-87.71918399848","POINT (-87.71918399847682 41.865807399999994)","DAMWS8859_2025-12-05"
"DKIJX6114","day","11/25/2025 12:00:00 AM","Lincoln Square 1",,,,,,,,,,,,,,,,,,,"22.52","16.38","37.66","16.76","106","65","32.18","32.18",,,"79.56","79.56",,,"10.32","10.32",,,,,"41.9756734","-87.69009047047","POINT (-87.69009047047274 41.975673400000005)","DKIJX6114_2025-11-25"
"DVYCN4987","day","11/28/2025 12:00:00 AM","Mayfair Collocation 2",,,,,,,,,,,,,,,,,,,,,"6.41","7","36","39","5.33","5.33",,,"58.42","58.42",,,"-2.02","-2.02",,,,,"41.964742","-87.749434","POINT (-87.749434 41.964742)","DVYCN4987_2025-11-28"
"DPMWW4120","day","11/17/2025 12:00:00 AM","Garfield Ridge 3",,,,,,,,,,,,,,,,,,,"24.58","20.53","7.01","7.02","39","39","6.32","6.32",,,"43.43","43.43",,,"5.5","5.5",,,,,"41.7872597","-87.78189702338","POINT (-87.78189702338281 41.7872597)","DPMWW4120_2025-11-17"
"DAHWZ2321","day","01/01/2026 12:00:00 AM","Albany Park 2",,,,,,,,,,,,,,,,,,,,,"5.89","6.65","32","37","5.41","5.41",,,"64.17","64.17",,,"-6.71","-6.71",,,,,"41.96237755","-87.70857185888","POINT (-87.70857185888067 41.96237755)","DAHWZ2321_2026-01-01"
"DWFRI5691","day","11/15/2025 12:00:00 AM","Humboldt Park 1",,,,,,,,,,,,,,,,,,,,,"22.23","12.14","75","57","28.91","28.91",,,"67.57","67.57",,,"17.96","17.96",,,,,"41.9036584","-87.7359956871","POINT (-87.73599568710452 41.9036584)","DWFRI5691_2025-11-15"
"DBZCJ6205","day","01/16/2026 12:00:00 AM","Auburn Gresham 3",,,,,,,,,,,,,,,,,,,,,"13.68","10.18","59","53","11.52","11.52",,,"72.75","72.75",,,"-1.9","-1.9",,,,,"41.73924395","-87.63654310138","POINT (-87.63654310138114 41.73924395)","DBZCJ6205_2026-01-16"
"DTYDP5264","day","01/04/2026 12:00:00 AM","Norwood Park 1",,,,,,,,,,,,,,,,,,,,,"12.2","9.58","57","52","8.59","8.59",,,"51.47","51.47",,,"-1.88","-1.88",,,,,"41.9884148","-87.81462388174","POINT (-87.81462388174296 41.9884148)","DTYDP5264_2026-01-04"
"DJIHM1001","day","10/28/2025 12:00:00 AM","West Town 1",,,,,,,,,,,,,,,,,,,"14.74","14.65","6.89","6.94","38","38","9.56","9.56",,,"60.38","60.38",,,"12.45","12.45",,,,,"41.9083288","-87.6905694159","POINT (-87.69056941589595 41.90832880000001)","DJIHM1001_2025-10-28"
"DJSLY4013","day","01/28/2026 12:00:00 AM","South Lawndale 1",,,,,,,,,,,,,,,,,,,,,"14.82","9.15","62","51","8.03","8.03",,,"59.43","59.43",,,"-11.4","-11.4",,,,,"41.85292095","-87.70311062197","POINT (-87.7031106219689 41.85292095)","DJSLY4013_2026-01-28"
"DVNGV1890","day","12/31/2025 12:00:00 AM","Roseland 2",,,,,,,,,,,,,,,,,,,,,"27.62","16","85","64","25.67","25.67",,,"85.21","85.21",,,"-1.17","-1.17",,,,,"41.71389143635","-87.61998237196","POINT (-87.61998237196052 41.71389143635448)","DVNGV1890_2025-12-31"
"DIQKT3554","day","11/04/2025 12:00:00 AM","Lincoln Park 1",,,,,,,,,,,,,,,,,,,"9.57","15.26","5.75","6.61","32","37","6.61","6.61",,,"38.03","38.03",,,"11.97","11.97",,,,,"41.92154965","-87.65448778151","POINT (-87.65448778150906 41.92154965)","DIQKT3554_2025-11-04"
